Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
12527,2.0,67.0,9,43 000 000 〒,Есильский р-н," Туркестан 10 — Ботанический сад, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003014882
12528,3.0,80.0,7,45 000 000 〒,Алматы р-н," Сатпаева 21 — майлина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005594690
12529,3.0,90.0,2,79 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006769066
12530,1.0,25.0,6,11 000 000 〒,Сарыарка р-н," тлендиева 50/2 — пересечение улытау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006769050
12531,2.0,78.0,2,34 500 000 〒,Сарыарка р-н," Сарыарқа 31/2 — Жангельдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/54490204
12532,1.0,32.5,6,26 000 000 〒,Нура р-н," Толе би 28/1 — Туран - Толе би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005119899
12533,3.0,57.0,2,24 200 000 〒,Сарыарка р-н," Женис 18/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006969622
12534,2.0,45.0,2,18 990 000 〒,Сарыарка р-н," Дүкенұлы 1 — Бейбітшілік, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005965656
12535,2.0,73.0,16,58 000 000 〒,Нура р-н," Туран 44/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006373452
12536,1.0,38.0,5,31 000 000 〒,Нура р-н," Анет баба 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006373069
12537,1.0,42.9,4,28 500 000 〒,Есильский р-н," Алихан Бокейхан 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006372519
12538,3.0,82.0,11,37 000 000 〒,Сарыарка р-н," Боталы 26/2 — Сарыарка-Жангелдина рядом Спорт комплекс Абырой, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005897827
12539,3.0,90.0,5,55 000 000 〒,Нура р-н," Е-15 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004893028
12540,3.0,58.4,4,25 500 000 〒,Сарыарка р-н," Карасай батыра 25, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/688251389
12541,1.0,12.0,6,6 800 000 〒,Сарыарка р-н," Жеңіс 37/1 — Богенбая - Победа, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004892425
12542,1.0,43.5,3,21 600 000 〒,Сарыарка р-н," Сокпакпаев 1 — Сарыарка Жангельдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006373267
12543,1.0,36.0,6,20 000 000 〒,Нура р-н," сыганак 5/2 — Ч.Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006160939
12544,1.0,37.9,5,23 300 000 〒,Нура р-н," Е-36, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006106641
12545,4.0,126.59,17,120 000 000 〒,Есильский р-н," мкр Пригородный 3 — улица Керей и Жанибек хандар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006376122
12546,4.0,100.0,4,82 000 000 〒,Нура р-н," Улы Дала 37 — Казыбек Би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005121065
12547,4.0,109.0,18,52 000 000 〒,Есильский р-н," мкр Комсомольский, Кайыма Мухамедханова 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/667426378
12548,3.0,70.7,3,43 000 000 〒,Нура р-н," Акселеу Сейдимбек 7/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005413553
12549,2.0,72.2,7,25 700 000 〒,Алматы р-н," Трасса Астана-Караганда 4/3 — Возле торгового центра ""Metro"", Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760831171
12550,3.0,80.2,6,54 500 000 〒,Сарайшык р-н," Райымбек батыр 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006175456
12551,1.0,30.0,5,14 500 000 〒,р-н Байконур," Переулок Ташенова 8/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004394093
12552,2.0,54.0,4,34 500 000 〒,Нура р-н," Сыганак 22/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760782849
12553,3.0,111.0,6,88 000 000 〒,Нура р-н," Бухар жырау 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768545
12554,1.0,43.9,7,32 000 000 〒,р-н Байконур," Бараева 18/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006969063
12555,1.0,47.0,9,37 000 000 〒,Есильский р-н," улы дала 41/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768540
12556,2.0,61.5,15,39 000 000 〒,Есильский р-н," Е669 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697287772
12557,2.0,40.0,2,39 000 000 〒,Есильский р-н," Улица Жошы хан 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768349
12558,2.0,64.0,2,28 000 000 〒,Нура р-н," мкр Уркер 49, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006372916
12559,2.0,69.0,13,35 000 000 〒,Есильский р-н," Сарайшык 5д, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/665232950
12560,2.0,49.0,3,49 500 000 〒,Нура р-н," Е-899 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768076
12561,2.0,47.7,9,22 500 000 〒,Алматы р-н," Айнаколь 60 — Жумабаева Кошкарбаева Аспан Базар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006579523
12562,1.0,43.0,8,24 000 000 〒,Сарыарка р-н," Сұлтан Бейбарыс 12/1 — Детский садик «Бал бала», баня «Lux», Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004686772
12563,1.0,41.2,6,28 000 000 〒,Нура р-н," Жубан Молдагалиев 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006372773
12564,1.0,44.0,5,29 000 000 〒,Есильский р-н," 38 улица, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968980
12565,2.0,52.0,12,30 000 000 〒,Сарыарка р-н," Богенбай батыра 24/1 — пр. Сарыарка, улицы Кумисбекова и Джангильдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768064
12566,3.0,75.2,7,37 000 000 〒,Сарайшык р-н," Кенен Азербаева 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006768256
12567,1.0,38.8,8,24 500 000 〒,Нура р-н," Жубан Молдагалиев 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006579597
12568,1.0,33.0,13,16 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 16/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968891
12569,2.0,62.05,3,20 000 000 〒,Нура р-н," мкр Уркер, Е 430 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005923089
12570,2.0,60.0,4,35 000 000 〒,Есильский р-н," Сауран 2 — Байтерек, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767993
12571,2.0,50.0,2,25 799 999 〒,Нура р-н," Казыбек би 41/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006579464
12572,2.0,68.0,13,35 500 000 〒,Нура р-н," E 35 — E35 E18, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968822
12573,1.0,40.0,7,30 000 000 〒,Нура р-н," Кайым Мухамедханов 21/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767573
12574,2.0,63.0,10,45 400 000 〒,Есильский р-н," Орынбор 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005585704
12575,1.0,28.0,2,22 500 000 〒,Нура р-н," Туран 55/16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006103527
12576,3.0,70.0,12,45 000 000 〒,Алматы р-н," Ахмет Байтурсынулы 18 — возле нурлы жол, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005744637
12577,5.0,204.0,4,159 000 000 〒,Есильский р-н," Достык 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695985324
12578,3.0,61.1,5,30 000 000 〒,Алматы р-н," проспект Абылай хана 12/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006159970
12579,3.0,90.0,2,48 500 000 〒,Сарайшык р-н," Жумекен Нажимеденов 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005508659
12580,2.0,61.0,9,29 500 000 〒,Есильский р-н," Керей и  Жанибек хандар 9 — Кабанбай батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001097094
12581,3.0,81.0,1,43 000 000 〒,Нура р-н," Култегин 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004049471
12582,3.0,96.0,9,72 000 000 〒,Есильский р-н," ул. Жошы хан, 12/3 12/3 — Сфера первая линия, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005717730
12583,1.0,30.0,6,20 000 000 〒,Сарыарка р-н," Сулуколь 8 — Коктал 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767796
12584,3.0,70.0,2,50 000 000 〒,Алматы р-н," Ахмет Байтурсынулы 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006372184
12585,2.0,75.0,5,35 000 000 〒,Сарыарка р-н," Сейфулина — Сарыарка и Сейфуллина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006579208
12586,1.0,23.0,2,15 000 000 〒,Сарыарка р-н," Айманова 22/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/693608448
12587,3.0,71.4,2,34 000 000 〒,Алматы р-н," Мустафина 21/6 — 7 поликлиника, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001048218
12588,2.0,77.0,3,35 000 000 〒,Нура р-н," Айтматова 55, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767676
12589,3.0,92.0,5,65 000 000 〒,Алматы р-н," нурмагамбетова 23/1 — Нурмагамбетова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968483
12590,1.0,27.0,2,15 500 000 〒,Алматы р-н," Манаса 20/2 — Шакарима Кудайбердыулы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/762053443
12591,1.0,37.64,8,23 500 000 〒,Нура р-н," Казыбек би 41/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005508005
12592,1.0,39.31,11,36 000 000 〒,Есильский р-н," Бухар Жырау 33, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767582
12593,3.0,84.7,9,39 000 000 〒,Есильский р-н," Аль-Фараби 46/21, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766798
12594,3.0,70.68,5,42 000 000 〒,Есильский р-н," Е-321, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006767070
12595,1.0,40.13,8,26 000 000 〒,Есильский р-н," Александр Сызганов 1/1 — Мангилик ел / Хусейн бен Талал, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006371834
12596,2.0,60.0,9,41 400 000 〒,Есильский р-н," Сауран 3/1 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006371792
12597,2.0,40.0,6,31 200 000 〒,Сарайшык р-н," ​Улица Байтурсынулы, 32 32, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006578903
12598,3.0,88.0,9,44 000 000 〒,Алматы р-н," Иманбаевой 5 — Иманова Иманбаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002056002
12599,4.0,104.7,3,36 000 000 〒,Сарыарка р-н," Сулуколь 8 — Жилой массив Коктал, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/685954775
12600,1.0,38.8,,22 000 000 〒,Сарайшык р-н," Аманжол Болекбаева 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006578848
12601,1.0,38.8,,22 000 000 〒,Сарайшык р-н," Аманжол Болекбаева 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006578848
12602,2.0,61.0,6,41 200 000 〒,Есильский р-н," Сауран 3/1 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006301045
12603,1.0,34.4,6,19 800 000 〒,Есильский р-н," Е 915 улица 36 — С РЕМОНТОМ ‼️, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968166
12604,1.0,53.0,10,36 200 000 〒,Есильский р-н," Мангилик Ел 62, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968149
12605,2.0,52.0,16,35 000 000 〒,Есильский р-н," Улы Дала 4 — Улы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000880372
12606,3.0,85.8,5,55 000 000 〒,Есильский р-н," Керей и Жанибек хандар 22, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005427378
12607,1.0,39.0,9,20 500 000 〒,Алматы р-н," Ш. Кудайбердыулы 31, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004892813
12608,1.0,39.6,2,14 500 000 〒,Сарыарка р-н," Бейбарыс Султан 25, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006968056
12609,2.0,62.0,8,46 500 000 〒,Алматы р-н," Тауелсиздик — Шарль де Голль, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000191825
12610,1.0,35.0,6,24 900 000 〒,Алматы р-н," Тауелсиздик 34/2 — Тауелсидик Момышулы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006578668
12611,3.0,80.0,2,63 000 000 〒,Алматы р-н," Аскар Токпанов 22, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967785
12612,3.0,90.0,7,66 000 000 〒,Нура р-н," Шоссе Коргалжын 15/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003202771
12613,1.0,34.0,5,17 800 000 〒,Сарыарка р-н," Бердибек Сокпакпаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967929
12614,1.0,36.96,6,18 000 000 〒,Сарайшык р-н," Мухамеджан Тынышбайулы 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967921
12615,4.0,130.0,12,105 000 000 〒,Есильский р-н," Манглик Ел — А. Бокейхан, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006778312
12616,2.0,74.0,9,40 000 000 〒,Сарыарка р-н," Тараса Шевченко 8 — Реддисон, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760722106
12617,3.0,111.0,9,50 000 000 〒,Сарыарка р-н," Тараса Шевченко 8 — Реддисон, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699556082
12618,2.0,55.89,6,26 400 000 〒,Сарайшык р-н," Мухамеджан Тынышбайулы 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967825
12619,1.0,31.0,3,14 550 000 〒,р-н Байконур," Иманова 34, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967788
12620,3.0,155.0,,115 000 000 〒,Есильский р-н," Туран 59/3 — Улы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967771
12621,2.0,50.6,4,31 300 000 〒,Нура р-н," Туран 71 — Улы дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003615493
12622,3.0,74.26,5,31 700 000 〒,Сарайшык р-н," Мухамеджан Тынышбайулы 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967717
12623,3.0,76.0,1,42 000 000 〒,Есильский р-н," Сауран — Сауран мен Сығанақ, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/762087438
12624,1.0,34.6,6,18 500 000 〒,Алматы р-н," Пр.Абылайхана 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/688519312
12625,3.0,79.3,3,33 800 000 〒,Сарайшык р-н," Мухамеджан Тынышбайулы 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967633
12626,2.0,42.2,13,30 000 000 〒,Есильский р-н," Мангилик Ел 62/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006578262
12627,3.0,71.0,9,32 500 000 〒,Алматы р-н," Мустафина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/683358215
12628,1.0,49.6,4,30 000 000 〒,Есильский р-н," Туркестан 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004835194
12629,2.0,45.0,11,21 500 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 16/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766555
12630,2.0,65.0,3,46 900 000 〒,Алматы р-н," Майкайын 14 — Бауыржана Момышулы - Тәуелсіздік, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002866135
12631,3.0,100.68,2,96 000 000 〒,Есильский р-н," Турар Рыскулов 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766575
12632,2.0,37.0,7,28 200 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 14 — Байтурсынова угол Жургенова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766567
12633,3.0,121.6,2,126 000 000 〒,Алматы р-н," Кадыргали Жалайыри 1 — Шарль де Голь, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766272
12634,3.0,110.0,16,125 000 000 〒,Есильский р-н," Улы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005529292
12635,3.0,68.6,13,49 000 000 〒,Нура р-н," Роза Багланова 6/4 — Туран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/762278854
12636,2.0,50.0,5,43 400 000 〒,Есильский р-н," Қабанбай батыр — Бұқар жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967330
12637,1.0,39.0,11,25 300 000 〒,Есильский р-н," Туран 83/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001498355
12638,3.0,80.0,1,63 000 000 〒,Алматы р-н," Аскар Токпанов 22 — Шарль де Голль, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967168
12639,1.0,47.5,2,20 800 000 〒,р-н Байконур," Култобе 11 — Сейфуллина Сембинова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003806833
12640,2.0,45.2,,18 500 000 〒,Сарыарка р-н," Затаевича — Женис-Затаевича (Дворец Жастар), Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005935131
12641,2.0,45.2,,18 500 000 〒,Сарыарка р-н," Затаевича — Женис-Затаевича (Дворец Жастар), Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005935131
12642,1.0,45.6,3,34 000 000 〒,Нура р-н," Кабанбай батыра 29 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005320621
12643,2.0,43.0,1,16 500 000 〒,Сарыарка р-н," Бейбитшилик 64а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766287
12644,1.0,39.0,2,18 908 000 〒,Сарыарка р-н," Бейбарыс Султан 25, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766235
12645,4.0,150.0,5,120 000 000 〒,Есильский р-н," жошы хан 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000906727
12646,2.0,56.4,1,38 000 000 〒,Есильский р-н," Е 915 15 — Около Нова Сити, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761226736
12647,1.0,40.0,1,18 000 000 〒,Сарыарка р-н," Шугыла 14а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006370516
12648,4.0,111.5,10,50 000 000 〒,Есильский р-н," Максут Нарикбаев 8 — Мухамедханова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001080763
12649,2.0,50.0,17,30 000 000 〒,Есильский р-н," Вдоль ул. 37 39 — Хусейн Бен Талал, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967068
12650,2.0,43.6,4,28 000 000 〒,Есильский р-н," мкр Шубар, Сарайшык 5Е — Кабанбай батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006766141
12651,1.0,40.0,5,24 900 000 〒,Есильский р-н," Е 496 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006967033
12652,2.0,61.3,7,27 000 000 〒,Сарыарка р-н," Московская 3в — Богенбай батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004965253
12653,2.0,56.0,4,25 000 000 〒,Алматы р-н," Абылайхан 11/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000639604
12654,1.0,45.0,2,16 500 000 〒,Сарыарка р-н," даулеткерей — Абая 150 летие, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003497761
12655,1.0,42.8,10,20 000 000 〒,Куанышбаева 14 — Байтурсынова,"Куанышбаева 14 — Байтурсынова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006370139
12656,1.0,30.0,4,16 000 000 〒,Сарыарка р-н," Потанина 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966824
12657,2.0,40.0,10,41 500 000 〒,Есильский р-н," мкр Комсомольский, Мухамедханова 4В, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005755864
12658,1.0,49.0,5,25 500 000 〒,Сарыарка р-н," Степана Кубрина 23/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006370185
12659,2.0,64.1,5,40 000 000 〒,Нура р-н," Санжара Асфендиярова 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006370179
12660,2.0,60.0,2,45 000 000 〒,Есильский р-н," Кабанбай Батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005794775
12661,2.0,60.0,2,45 000 000 〒,Есильский р-н," Кабанбай Батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005794775
12662,2.0,41.3,3,28 500 000 〒,Алматы р-н," Азербаев, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761661980
12663,2.0,64.33,11,33 500 000 〒,Нура р-н," Ермек Серкебаева 49, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006157951
12664,2.0,50.0,5,27 000 000 〒,Сарыарка р-н," Республики 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697953923
12665,2.0,62.0,11,32 900 000 〒,Нура р-н," Улица Е-429, 26 1 — Сыганак-Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005076690
12666,2.0,66.4,1,48 500 000 〒,Есильский р-н," мкр Комсомольский, Жошы хан 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966680
12667,1.0,41.0,9,21 000 000 〒,Сарыарка р-н," Женис 43/4,, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/698706140
12668,1.0,40.0,3,35 000 000 〒,Есильский р-н," Улы Дала 58/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006765644
12669,2.0,66.0,7,55 000 000 〒,Нура р-н," Е-36 2 — Анет баба, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003144452
12670,1.0,43.4,10,15 190 000 〒,Алматы р-н," Жумабаева 60/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006765473
12671,3.0,108.0,9,136 000 000 〒,Нура р-н," Толе би 52, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006577140
12672,3.0,100.1,8,42 000 000 〒,Сарыарка р-н," Дукенулы 4 — Бейбитшилик, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006576874
12673,4.0,113.0,9,80 500 000 〒,Есильский р-н," Жошы Хан 20 — Керей Жанибек Хандары, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006576895
12674,1.0,33.0,7,22 500 000 〒,Нура р-н," Е430 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966508
12675,1.0,40.0,6,24 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 10/3 — Угол Азербаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006765562
12676,3.0,72.0,11,34 900 000 〒,Алматы р-н," проспект Кошкарбаева 50/1 — Жумабаев, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/693479303
12677,3.0,75.0,2,35 000 000 〒,Сарыарка р-н," Ауэзова 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006369213
12678,3.0,87.0,2,57 000 000 〒,Есильский р-н," Аль-фараби — Аль-фараби - Бухар жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005528527
12679,2.0,54.5,11,36 000 000 〒,Есильский р-н," Е 915 13 — Bigville Jetisu, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966474
12680,4.0,102.0,3,50 000 000 〒,р-н Байконур," Иманбаева 7Б — Иманова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003477023
12681,3.0,76.0,5,45 000 000 〒,Есильский р-н," Коргалжынское шоссе 15/1 — КазГЮА, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699067417
12682,1.0,38.0,5,23 999 999 〒,Алматы р-н," Сафуан Шаймерденов 4/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006369585
12683,2.0,60.0,7,41 500 000 〒,Есильский р-н," мкр Комсомольский, Бокейхана 25, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005943949
12684,3.0,60.0,2,27 000 000 〒,Сарыарка р-н," Богембай батыра — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/696025448
12685,1.0,38.9,2,14 500 000 〒,Нура р-н," мкр Уркер, Умбетей жырау — Узак батыр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001465488
12686,2.0,62.86,6,42 000 000 〒,Нура р-н," Туран 57д — Барыс Арена, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000207300
12687,3.0,83.0,6,67 500 000 〒,Сарайшык р-н," Байтурсынова — Нурмагамбетова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006577036
12688,1.0,41.9,11,28 500 000 〒,Алматы р-н," Тауелсиздик 40, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005738481
12689,1.0,39.9,,22 500 000 〒,Нурмагамбетова 27 — Байтурсынова,"Нурмагамбетова 27 — Байтурсынова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003170676
12690,3.0,81.0,6,39 500 000 〒,Нура р-н," Айтматова 45, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699418371
12691,1.0,41.0,2,25 000 000 〒,Алматы р-н," Тауелсиздик 25/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966334
12692,2.0,64.8,5,39 500 000 〒,Алматы р-н," Тауелсиздик 40 — Калба, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005738363
12693,3.0,75.0,3,39 900 000 〒,Есильский р-н," Е-321 22, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004768489
12694,1.0,35.0,6,25 000 000 〒,Есильский р-н," Сауран 6 — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004193765
12695,1.0,29.0,4,11 000 000 〒,Нура р-н," Е-1 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005943224
12696,2.0,43.0,,24 500 000 〒,Нура р-н," Ш. Айтматова 77/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966149
12697,3.0,87.0,5,76 000 000 〒,Нура р-н," Туран 57/5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005503413
12698,2.0,71.0,7,45 000 000 〒,Сарайшык р-н," Шамши Калдаяков 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006576891
12699,2.0,42.0,9,35 500 000 〒,Есильский р-н," Е67 6 — Сыганак - Толе би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/691101807
