Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
1315,3.0,91.0,4,50 000 000 〒,Есильский р-н," Кабанбай батыра 75а — Республикалық бас мешіт, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006787309
1316,4.0,138.0,5,74 000 000 〒,Нура р-н," Кабанбай батыра 7/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005571840
1317,2.0,53.7,6,45 000 000 〒,Нура р-н," Сыганак 28 — Толе би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006430627
1318,2.0,92.0,25,55 000 000 〒,Есильский р-н," Динмухаммед Кунаев 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/685946852
1319,2.0,45.0,5,26 000 000 〒,Есильский р-н," E-669 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002673418
1320,3.0,69.7,5,45 300 000 〒,Нура р-н," Е 15 13/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006161182
1321,2.0,66.0,5,52 000 000 〒,Есильский р-н," Жошы Хан 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007009599
1322,3.0,78.0,8,43 000 000 〒,Нура р-н," Мухамедханова 20 — Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005432831
1323,2.0,55.0,3,32 000 000 〒,р-н Байконур," Абылай-хана 6/1 — начало Абылай-хана, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006262962
1324,3.0,61.0,4,25 000 000 〒,р-н Байконур," Абай 44а — Валиханова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005165619
1325,3.0,110.0,10,68 500 000 〒,Есильский р-н," Мангилик Ел 62, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006934689
1326,2.0,37.2,2,15 500 000 〒,Сарыарка р-н," Сарыбулак 15а — Московская, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002247790
1327,1.0,36.66,5,13 930 800 〒,Нура р-н," Е 430 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005894201
1328,2.0,52.24,4,19 800 000 〒,Нура р-н," Е 430 3/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006058913
1329,3.0,80.0,3,50 500 000 〒,Нура р-н," Кабанбай батыра 29/2 — Сығанақ, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006982291
1330,2.0,67.0,8,45 500 000 〒,Есильский р-н," Сызганов 1/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004466964
1331,1.0,37.0,4,16 000 000 〒,Сарыарка р-н," Бейбарыс султана 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007026846
1332,1.0,42.5,9,31 800 000 〒,Нура р-н," Абикен Бектуров 1/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006463748
1333,3.0,70.0,4,52 000 000 〒,Есильский р-н," Улы Дала 25, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006658493
1334,4.0,137.5,11,115 000 000 〒,Есильский р-н," Туркестан 10 — ул. Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007071205
1335,2.0,63.0,8,37 550 000 〒,Нура р-н," Е 15 13/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005543142
1336,3.0,83.0,17,48 000 000 〒,Сарайшык р-н," Калибек Куанышбаев, 9/1, 9/2, 9/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006858977
1337,3.0,67.0,1,27 900 000 〒,Алматы р-н," Куйши Дина 36/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006421312
1338,3.0,75.0,9,61 000 000 〒,Нура р-н," Толе би 63, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006778840
1339,2.0,63.0,10,51 000 000 〒,Есильский р-н," Бокейхана 15/1 — Бокейхана, Бухар жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005339554
1340,3.0,60.0,5,17 800 000 〒,проспект Республики 48 — Богенбай Батыра,"проспект Республики 48 — Богенбай Батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006959458
1341,2.0,22.0,5,10 200 000 〒,р-н Байконур," Шонанулы 43 — Лесозавод, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/684439587
1342,1.0,44.5,15,45 000 000 〒,Алматы р-н," Тауелсиздик 40 — Калба, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006170148
1343,4.0,136.0,14,82 000 000 〒,Нура р-н," Кайым Мухамедханов 12/3 — КАЗГЮ им. Максут Нарикбаева, Казакский Университет Технологий и Бизнес, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006969659
1344,1.0,45.3,6,22 000 000 〒,Нура р-н," Коргалжынское шоссе 31/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/684947868
1345,1.0,38.5,6,27 000 000 〒,Есильский р-н," Аль-Фараби 17/1 — Аль Фараби, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006979073
1346,1.0,41.0,8,28 000 000 〒,Нура р-н," Илияс Омаров 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006352780
1347,3.0,90.0,4,75 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005924127
1348,3.0,90.0,9,75 000 000 〒,Нура р-н," Анет баба 11/2 — Ханшатыр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006887442
1349,1.0,35.0,6,19 000 000 〒,Алматы р-н," Нажимеденова 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001805466
1350,2.0,41.6,4,29 700 000 〒,Сарайшык р-н," Шамши Калдаяков 55а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007099053
1351,1.0,44.0,7,32 000 000 〒,Есильский р-н," Туран 55 — Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005166171
1352,2.0,44.0,4,20 000 000 〒,р-н Байконур," Республики 29 — Абая, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006070788
1353,1.0,56.3,22,39 400 000 〒,Есильский р-н," Достык 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006689207
1354,3.0,143.6,1,61 999 999 〒,Алматы р-н," Куйши Дины — Жирентаева- Куйши Дина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761341600
1355,1.0,45.6,11,21 000 000 〒,Есильский р-н," К. Мухамедханова — Шоссе Коргалжын, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001257527
1356,3.0,101.0,5,55 000 000 〒,Сарыарка р-н," Женис 5/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001947779
1357,2.0,40.0,2,23 500 000 〒,Сарайшык р-н," Нажимеденова 52 б — Ұлы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006672091
1358,1.0,50.0,3,24 000 000 〒,Алматы р-н," Мустафина 21, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697625126
1359,4.0,112.0,5,66 000 000 〒,Есильский р-н," Керей и  Жанибек хандар 12/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005662560
1360,1.0,38.0,14,27 000 000 〒,Есильский р-н," Мәңгілік Ел 19 — угол улицы Алматы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006463439
1361,1.0,40.0,10,27 700 000 〒,Нура р-н," Жубан Молдагалиев 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006960345
1362,2.0,42.0,3,28 900 000 〒,Нура р-н," Кайым Мухамедханов 12/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/690888256
1363,2.0,47.0,4,21 000 000 〒,р-н Байконур," Баянауыл 71, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004470731
1364,1.0,35.0,1,15 500 000 〒,Сарыарка р-н," Ермек Серкебаев 41, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006718189
1365,3.0,96.0,7,38 500 000 〒,Алматы р-н," Кудайбердиулы 17 — Манаса, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004384568
1366,2.0,53.0,10,29 000 000 〒,Алматы р-н," Кошкарбаева 32/1 — Кошкарбаева 32/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000578924
1367,3.0,86.0,10,60 000 000 〒,Нура р-н," Максут Нарикбаев 22, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006590121
1368,4.0,161.0,18,270 000 000 〒,Есильский р-н," Акмешит 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006759027
1369,2.0,68.0,5,35 000 000 〒,Алматы р-н," Сатпаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001430733
1370,2.0,60.0,20,33 900 000 〒,Алматы р-н," Тауелсиздик 21/4 — ул Шарль де Голль, Ену, Астанамол, Акбулак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699314171
1371,3.0,55.2,5,23 000 000 〒,Сарыарка р-н," Сарыарка 31 — Джангильдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005397711
1372,3.0,85.0,3,38 000 000 〒,Нура р-н," Е-15 9/2 — Айтматова-Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006988713
1373,3.0,96.0,5,60 000 000 〒,Есильский р-н," Туран 52/4 — Рядом Астана Арена, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006660502
1374,2.0,67.0,3,52 000 000 〒,Есильский р-н," Улы Дала 41/3 — Ұлы Дала - Ақмешіт, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/686004824
1375,4.0,144.0,2,57 500 000 〒,р-н Байконур," Уалиханова 15 — Абая и Кенесары, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005938780
1376,1.0,17.4,3,12 500 000 〒,Алматы р-н," тауелсиздик 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007124034
1377,1.0,42.0,9,27 000 000 〒,Есильский р-н," Александра сызганова 1/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004118656
1378,2.0,43.0,1,24 300 000 〒,Сарыарка р-н," Сейфуллина 4/2 — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006105339
1379,2.0,51.7,5,25 000 000 〒,Алматы р-н," Қажымұқан 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003616995
1380,5.0,140.0,,145 000 000 〒,Алматы р-н," Нажимеденова 4/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007069924
1381,3.0,92.6,5,105 000 000 〒,Есильский р-н," Алихана Бокейхана 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006450674
1382,3.0,106.9,11,85 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006373849
1383,2.0,69.0,5,32 000 000 〒,Нура р-н," мкр Уркер, Ильяс Омаров — Возле школы-лицей Nº 71, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006885339
1384,3.0,96.5,8,96 000 000 〒,Есильский р-н," Турар Рыскулова 1/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006872572
1385,2.0,34.34,7,35 000 000 〒,Нура р-н," Туран 57/7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006704536
1386,2.0,66.0,6,65 000 000 〒,Алматы р-н," A32, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006614066
1387,3.0,55.1,2,22 500 000 〒,Иманова 34,"Иманова 34, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006598868
1388,4.0,128.0,12,82 000 000 〒,Сарайшык р-н," Кошкарбаева 10/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006969862
1389,3.0,111.8,17,50 900 000 〒,Есильский р-н," Д. Кунаева 35/1 — Сарайшык, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004713639
1390,4.0,114.7,8,68 000 000 〒,Есильский р-н," Улы Дала 45/1 — Туркестан, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005253529
1391,2.0,48.0,3,35 000 000 〒,Нура р-н," Сығанақ 28 — Зеленый квартал, вид на Экопарк, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006373944
1392,3.0,90.0,2,47 000 000 〒,Есильский р-н," Бокейхана 17 — Бухар Жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006360006
1393,3.0,119.5,2,100 000 000 〒,Есильский р-н," Турар Рыскулов 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004794082
1394,2.0,80.0,4,46 900 000 〒,Сарыарка р-н," Тараса Шевченко 8 — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006953439
1395,1.0,40.0,4,25 700 000 〒,Сарайшык р-н," Улица Жумекен Нажимеденова 31, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007100023
